Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Ireland,14031.3025675469,14087.2074393708,15714.3847487231,14657.0615549805,15902.9296755168,19158.4564773907,20835.8977130847,22551.1139134126,24294.8547674007,26329.2144309164,26269.1816173107,28257.9385906922,32550.2790713604,41112.7482190841,47666.5470766131,50914.0312860651,54283.6817843499,61318.4660269932,61103.5134659875,51927.2309630852,48607.9405162216,52108.8332296784,49028.827394212,51518.3881031765,55525.8972513665,61987.5509982224,62818.9663649805,69601.683881773,79068.9746116787
Italy,20825.7842228307,21956.5297707332,23243.4745277206,18738.7638969132,19337.6308996383,20664.5522701724,23081.6046757702,21829.3458226222,22318.1373007109,21997.6243155313,20087.5919858794,20483.2159949974,22270.1441234282,27465.6752987224,31259.7164954309,32043.1403684119,33501.6581673044,37822.6652377427,40778.3427367209,37079.7586704546,36000.5201179254,38599.0622070322,35053.5262442572,35549.9746972954,35518.4152916749,30230.2263021296,30939.7142462298,32326.6742113994,34605.2627252058
Jamaica,1897.69088378902,1683.33143101607,1436.56748116033,2189.52829234268,2173.16584793442,2596.01012142309,2889.78111919213,3250.89530611178,3368.19471635465,3375.6749752788,3392.12387809462,3437.65551653148,3609.20333117426,3480.5116649541,3733.7986713285,4103.6016371324,4331.29205282124,4623.74789719712,4928.12640901515,4335.17841077413,4704.04775962425,5111.46598710697,5209.85926362567,4989.73408891012,4834.28400949801,4907.927415189,4843.74989999401,5070.0995030616,5359.99378939638
Japan,25371.4641705246,28915.0082048082,31414.9846370412,35681.9639422506,39933.5150564874,44197.6191013908,39150.0396308089,35638.2319556941,32423.7556133801,36610.1683163197,39169.3595701504,34406.1824638092,32820.7936433254,35387.0374203599,38298.9801712303,37812.8950199948,35991.546002862,35779.0245416427,39876.3039685725,41308.9968370512,44968.1562349739,48760.0789494211,49145.2804308193,40898.6478964744,38475.3952461838,34960.6393843385,39400.7393559257,38891.0862716856,39808.1685608793
Kenya,361.328265066269,332.418810700318,324.137378217888,220.069718393202,265.2323056688,325.778929114327,421.339197088603,445.877255093592,465.909800983488,414.679309808317,397.482658777519,395.329471608887,389.542630201236,429.787818950371,451.668766613608,511.616394301253,685.954422921829,825.666554958746,902.06995780481,1035.33878664497,1080.29618449063,1085.48715171437,1271.8153829134,1354.8208334252,1462.22005213295,1464.55400904329,1525.23519224992,1633.49121639293,1794.0911754468
Lao PDR,203.256017515183,234.764338309131,250.604496768721,287.394842853074,325.941611824232,363.880052363735,378.428605804859,345.921844238226,248.839091451223,277.810212956951,325.186937142965,326.941786715295,320.061459657186,362.821413486106,417.929168487738,475.610796203932,591.000192026606,710.376406739149,900.738763855308,949.178381146866,1141.23570253091,1378.49849195356,1581.62871010675,1831.93691581168,1999.95820314913,2140.04432280044,2324.40091700425,2455.21155944893,2569.09389217251
Liberia,,,,,,,,,,,306.833864207408,306.710251570113,306.473939631577,243.089577534363,286.064725253488,294.893220066163,336.11567425435,396.601761281558,478.399540115575,470.948121388477,513.44556667507,596.89663532503,675.010191838695,747.868660136896,739.91193501652,721.581050523128,740.914906030102,721.085044013216,710.265998419581
Sri Lanka,463.618738841557,513.258447470619,547.054534380126,576.779883887392,647.57915642214,714.233231504348,756.656990511326,817.064481692963,850.811603871151,838.883462825646,869.696285031043,832.80357234611,867.491486787101,982.195696950166,1065.78443680197,1248.69818517034,1435.81681297616,1630.38890604323,2037.32210302668,2090.4018261396,2799.64873802555,3200.86113238282,3350.52187589289,3610.28936304898,3819.25352972265,3843.78067184442,3886.29150165239,4077.04384087488,4059.20822984947
Lithuania,,,,,,2167.79258211454,2327.43485695499,2830.27807089131,3166.66653264509,3113.17906019859,3293.22997867086,3525.79363185461,4141.59270180102,5499.42898911387,6700.32719189382,7854.76527867855,9230.70798102521,12285.4470537014,14944.996652175,11820.7761591359,11987.508411647,14376.9478643932,14367.709424872,15729.6524666512,16551.018202078,14258.2293345128,14998.1250595137,16843.699654691,19176.812150505
Luxembourg,33465.478207919,35747.3377992066,39570.8615665986,40066.7242518773,43933.235442736,51032.349635318,50444.3591236175,46641.6408754876,47445.3810812051,50855.2716811036,48538.7828981002,48398.2292914772,52754.2732546131,65544.591951831,76404.4150374498,80957.9412812232,90712.7992873459,107338.865180515,119932.243680485,108987.677591951,110777.907928996,118869.299909828,112591.116202675,119966.034888523,123514.196686097,105419.608507426,106826.726448542,109921.031443585,117197.48169363
Latvia,,,,,,2329.57673252552,2431.70899961616,2683.2413681237,2973.53484252681,3151.57701817354,3361.64086880275,3578.00190041351,4136.93329688951,5145.19523190241,6378.66652057115,7594.90238431362,9723.44690174779,14113.5291277327,16467.1436879405,12331.9285524089,11420.9940032836,13338.9622350852,13847.3379393194,15007.4918561719,15721.4523305906,13780.9135484006,14322.0226779514,15656.3474910518,17856.3071171976
Madagascar,338.947712672835,272.524919055618,301.996986603085,320.56399012035,269.560711903516,284.82272865697,354.741331058186,297.115059777807,297.253671772121,279.921286581412,293.607157402594,334.441617716753,319.216378750957,368.797236936755,284.48772631736,319.537475081164,338.751198261085,438.65551579131,536.351401659561,467.539783381302,471.959211584125,531.265432101021,518.152812674029,541.065943700857,530.861038865993,467.235431614667,475.955556826336,515.293323373233,523.94597141966
Mexico,3112.26859475697,3661.94796500841,4170.62338257237,5650.02628596643,5854.41811722684,3928.22371141004,4412.11629751815,5289.16765276589,5481.18195394699,6157.19304371027,7157.81449985734,7544.56872335784,7593.1373448964,7075.36964299974,7484.486398707,8277.67156384567,9068.29421839425,9642.68051672231,10016.5712139986,8002.97217765844,9271.39839576997,10203.4212952716,10241.727828043,10725.1835873796,10928.9160089988,9616.64555810607,8744.51555912786,9287.84958732302,9686.98492655586
Malta,7191.92360259617,7558.27738257485,8220.2455176794,7296.31014355389,8000.51800452232,9857.48077075996,10062.7335816427,9909.89448137082,10409.3084462741,10633.6033825767,10432.3281192942,10402.233373566,11289.889843514,13669.497117709,15197.056707914,15888.1723209834,16723.8841811168,19485.8711939782,22205.3568142179,21083.2771462998,21799.1742559798,23155.5547893882,22527.6367563271,24771.0765781929,26754.2684451944,24921.6036820869,25741.4460613677,28250.6977747589,30672.2922439038
Malawi,199.986363580318,229.52739554991,185.785867437195,213.2405252328,121.264065419139,141.954347357758,227.584906444141,259.450494129967,165.895283492677,163.614201537667,156.385816790286,150.148942630026,298.433410422534,267.399011935959,282.567107568989,289.555214787188,308.163618229107,332.259094554424,387.60572119129,438.211856815356,478.668688469613,534.951050199388,391.561705197224,348.429873679261,371.269521706741,380.596987683774,315.777987100071,506.137294436399,544.593435393373
Nigeria,567.528649015722,502.914138918939,477.177623755735,270.22396671752,321.320674137556,408.181044825253,461.519619593001,479.983764106443,469.43054868657,497.841573908863,567.930722076473,590.381815034907,741.747493876339,795.386228652408,1007.87434241216,1268.38346158479,1656.42479354329,1883.46138847202,2259.11405888538,1911.60786588769,2280.43733738126,2487.59801680379,2723.82219093859,2961.54942175947,3098.98579063938,2687.48005643212,2176.00277201515,1968.56539847444,2027.77854863842
Nicaragua,241.876412085241,348.864605316689,410.767384409811,393.603545721052,847.373688376998,890.005449052435,908.63384789261,909.33649213871,943.922856694084,972.886793493075,1007.499838655,1034.55138685018,1000.93671470556,1005.73304356528,1080.26911900907,1162.28968513428,1226.64430910063,1327.96678222132,1499.2576198887,1444.36951048837,1503.8641909311,1655.80294573178,1760.46030828841,1811.63680270363,1934.06292227225,2049.8516660809,2107.5740596602,2159.15671369193,2014.57518879047
Netherlands,21290.8603827045,21732.2307621923,23904.037415058,23122.4107668645,24646.3143096269,29258.1343486211,29006.8094454171,26700.5371335926,27885.8083823465,28263.0967106802,26149.41107829,26873.2759335114,29204.0398310254,35672.2065978453,40362.3947822685,41979.0558457881,44863.3506314287,51733.4421317965,57644.4799749353,52514.0271165323,50950.0343435181,54159.3466126142,50073.0056559308,52184.0618504931,52830.1742328055,45175.2318933798,46007.8529206547,48554.9922761756,53018.6293562696
Norway,28242.943738533,28596.9330036444,30523.9850558974,27963.6652188271,29315.8419070199,34875.7043347536,37321.9741993473,36629.0309036621,34788.3598518819,36371.0509535576,38131.4606116242,38542.715099709,43084.4724650717,50134.8907734947,57603.836021826,66810.478520868,74148.3200757187,85139.9604469545,96944.0956064873,79977.6970817492,87693.7900658099,100600.562407589,101524.141851985,102913.450843674,97019.1827527462,74355.5158575643,70460.5605323322,75496.7540581998,82267.809316159
